City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Tombouctou,ML,2022-05-06 00:25:10,20.0,-3.0,90.39,20,100,6.11
296,Qaqortoq,GL,2022-05-06 00:25:10,60.7167,-46.0333,33.3,96,100,12.55
297,Tahta,EG,2022-05-06 00:25:10,26.7693,31.5021,68.04,34,0,13.73
298,Buraydah,SA,2022-05-06 00:25:11,26.326,43.975,82.85,24,1,7.56
299,Bueu,ES,2022-05-06 00:25:11,42.3246,-8.785,61.75,77,0,4.61
300,Kabare,CD,2022-05-06 00:25:12,-2.4683,28.8242,60.15,98,59,1.39
301,Mahanoro,MG,2022-05-06 00:25:12,-19.9,48.8,70.43,90,25,6.87
302,Warri,NG,2022-05-06 00:25:12,5.5167,5.75,78.01,92,90,3.62
303,San Carlos De Bariloche,AR,2022-05-06 00:25:13,-41.1456,-71.3082,47.95,76,40,12.66
304,Ostrovnoy,RU,2022-05-06 00:25:13,68.0531,39.5131,21.4,83,21,15.64
305,Yantal,RU,2022-05-06 00:25:14,56.8471,105.2542,41.63,48,62,5.88
306,Padang,ID,2022-05-06 00:25:14,-0.9492,100.3543,77.05,86,100,4.72
307,Nishihara,JP,2022-05-06 00:22:40,26.1842,127.7558,74.48,95,100,6.91
308,Geraldton,AU,2022-05-06 00:25:14,-28.7667,114.6,61.21,41,0,16.11
309,Necochea,AR,2022-05-06 00:24:50,-38.5473,-58.7368,56.03,69,78,10.18
310,Mosjoen,NO,2022-05-06 00:25:15,65.836,13.1908,41.67,99,100,6.78
311,Taitung,TW,2022-05-06 00:25:15,22.7583,121.1444,79.07,78,75,3.44
312,Svetlaya,RU,2022-05-06 00:25:16,46.5389,138.3297,49.48,76,68,13.8
313,Fairbanks,US,2022-05-06 00:25:16,64.8378,-147.7164,52.09,67,75,10.36
314,Miramar,US,2022-05-06 00:25:16,25.9873,-80.2323,82.42,76,0,10.36
315,Kentau,KZ,2022-05-06 00:25:17,43.5206,68.5094,66.42,45,81,6.58
316,Kisangani,CD,2022-05-06 00:25:17,0.5167,25.2,71.65,89,96,2.24
317,Ha Giang,VN,2022-05-06 00:26:18,22.8333,104.9833,72.1,85,100,0.98
318,Kenai,US,2022-05-06 00:26:18,60.5544,-151.2583,57.02,62,100,11.5
319,Harper,LR,2022-05-06 00:26:18,4.375,-7.7169,80.98,84,91,6.29
320,Aklavik,CA,2022-05-06 00:26:19,68.2191,-135.0107,30.47,82,100,14.65
321,Muana,BR,2022-05-06 00:26:19,-1.5283,-49.2167,76.15,94,83,4.05
322,Chapais,CA,2022-05-06 00:25:21,49.7834,-74.8492,29.98,65,20,8.88
323,Thunder Bay,CA,2022-05-06 00:21:45,48.4001,-89.3168,51.78,35,20,6.91
324,Banepa,NP,2022-05-06 00:26:20,27.6298,85.5214,64.72,88,75,3.44
325,Santa Rosa,PH,2022-05-06 00:22:57,14.3122,121.1114,88.02,63,24,8.7
326,Hailey,US,2022-05-06 00:26:20,43.5196,-114.3153,57.06,53,75,3.44
327,Lewisburg,US,2022-05-06 00:26:21,35.4492,-86.7889,76.68,85,40,4.61
328,Keetmanshoop,NA,2022-05-06 00:24:36,-26.5833,18.1333,64.9,33,0,7.2
329,Baturaja,ID,2022-05-06 00:26:21,-4.1333,104.1667,74.8,97,68,2.15
330,Amroli,IN,2022-05-06 00:26:22,21.3,72.85,83.59,65,0,4.12
331,Mogadouro,PT,2022-05-06 00:26:22,41.3403,-6.7119,52.77,54,10,3.74
332,Saint-Georges,GD,2022-05-06 00:26:23,12.0564,-61.7485,80.28,78,20,10.36
333,Aswan,EG,2022-05-06 00:26:23,24.0934,32.907,72.27,29,0,16.15
334,Sao Joao Da Barra,BR,2022-05-06 00:26:23,-21.6403,-41.0511,73.87,89,72,8.63
335,Talnakh,RU,2022-05-06 00:26:24,69.4865,88.3972,15.21,91,99,11.77
336,Onega,RU,2022-05-06 00:26:24,63.9061,38.1404,32.65,84,53,7.94
337,Kyra,RU,2022-05-06 00:26:25,49.5776,111.9753,34.95,37,0,8.16
338,Makakilo City,US,2022-05-06 00:26:25,21.3469,-158.0858,82.72,57,75,17.27
339,Calvinia,ZA,2022-05-06 00:26:26,-31.4707,19.776,60.87,38,0,4.45
340,Hobyo,SO,2022-05-06 00:26:26,5.3505,48.5268,82.33,81,3,18.9
341,Tres Passos,BR,2022-05-06 00:26:26,-27.4556,-53.9319,54.93,91,4,4.72
342,Karema,TZ,2022-05-06 00:26:27,-6.8205,30.4389,72.05,69,94,6.85
343,Roma,US,2022-05-06 00:21:41,43.2128,-75.4557,57.34,60,0,4.61
344,Solnechnyy,RU,2022-05-06 00:26:27,50.7214,136.6319,36.75,97,100,4.61
345,Redcar,GB,2022-05-06 00:26:28,54.6166,-1.06,54.75,57,58,5.01
346,Mayo,US,2022-05-06 00:26:28,38.8876,-76.5119,65.21,82,100,3.44
347,Wilmington,US,2022-05-06 00:22:46,34.2257,-77.9447,73.94,83,100,9.22
348,Takoradi,GH,2022-05-06 00:26:29,4.8845,-1.7554,80.74,84,34,7.05
349,Amahai,ID,2022-05-06 00:26:29,-3.3333,128.9167,83.44,76,100,2.59
350,Pahrump,US,2022-05-06 00:26:30,36.2083,-115.9839,92.25,7,40,10.0
351,Fengzhen,CN,2022-05-06 00:26:30,40.4394,113.1536,44.49,37,83,20.69
352,San Lorenzo,PY,2022-05-06 00:21:39,-25.3333,-57.5333,61.74,100,0,5.01
353,La Jagua Del Pilar,CO,2022-05-06 00:26:30,10.5102,-73.071,81.48,91,100,3.4
354,Raga,SS,2022-05-06 00:26:31,8.4596,25.678,78.62,61,93,4.38
355,Fereydunshahr,IR,2022-05-06 00:26:31,32.941,50.121,46.71,56,0,3.98
356,Misratah,LY,2022-05-06 00:26:31,32.3754,15.0925,70.18,56,37,22.73
357,Muisne,EC,2022-05-06 00:26:32,0.6,-80.0333,75.79,82,100,5.01
358,Naryan-Mar,RU,2022-05-06 00:26:32,67.6713,53.087,15.69,87,91,9.53
359,Carnarvon,AU,2022-05-06 00:26:33,-24.8667,113.6333,66.27,42,40,9.22
360,Ojinaga,MX,2022-05-06 00:26:33,29.5667,-104.4167,93.58,14,0,3.44
361,San Carlos,VE,2022-05-06 00:21:48,9.6612,-68.5827,80.87,65,100,1.63
362,La Orilla,MX,2022-05-06 00:27:33,17.9833,-102.2333,80.38,68,75,9.44
363,Botou,CN,2022-05-06 00:27:34,38.0667,116.5667,74.75,34,100,3.87
364,Lodja,CD,2022-05-06 00:27:34,-3.4833,23.4333,72.1,84,91,2.21
365,Labuan,MY,2022-05-06 00:27:35,5.2767,115.2417,84.56,84,20,2.3
366,Lillooet,CA,2022-05-06 00:24:57,50.6856,-121.942,54.81,71,100,5.7
367,Negotino,MK,2022-05-06 00:25:11,41.4839,22.0892,52.9,86,46,3.0
368,Los Llanos De Aridane,ES,2022-05-06 00:27:35,28.6585,-17.9182,62.35,82,75,10.36
369,Gamba,GA,2022-05-06 00:27:36,-2.65,10.0,77.94,93,98,5.79
370,Marechal Candido Rondon,BR,2022-05-06 00:27:36,-24.5561,-54.0567,63.97,85,93,1.79
371,Kendari,ID,2022-05-06 00:27:36,-3.945,122.4989,80.55,84,84,2.37
372,Embu,BR,2022-05-06 00:27:37,-23.6489,-46.8522,61.83,89,99,4.81
373,Aasiaat,GL,2022-05-06 00:27:37,68.7098,-52.8699,14.32,92,22,4.03
374,Champerico,GT,2022-05-06 00:27:37,14.3,-91.9167,86.54,73,100,5.08
375,Kasangulu,CD,2022-05-06 00:27:38,-4.5911,15.1708,71.74,91,78,2.28
376,Durusu,TR,2022-05-06 00:27:38,41.3053,28.6767,50.85,93,1,4.0
377,Lixourion,GR,2022-05-06 00:27:39,38.2019,20.4314,60.84,75,1,7.09
378,Boguchany,RU,2022-05-06 00:27:39,58.3814,97.4531,39.61,60,91,5.06
379,Alindao,CF,2022-05-06 00:27:42,5.0267,21.2088,70.39,95,98,1.77
380,Balkanabat,TM,2022-05-06 00:27:42,39.5108,54.3671,78.03,41,7,3.89
381,Perivolion,GR,2022-05-06 00:27:43,39.4206,20.0147,61.0,79,10,10.18
382,Myaundzha,RU,2022-05-06 00:27:43,63.0494,147.1858,26.94,83,81,9.86
383,Petropavlovsk-Kamchatskiy,RU,2022-05-06 00:27:44,53.0452,158.6483,48.79,43,0,6.71
384,Kangaba,ML,2022-05-06 00:27:44,11.9333,-8.4167,87.96,41,88,7.72
385,Ancud,CL,2022-05-06 00:27:44,-41.8697,-73.8203,53.85,89,82,10.96
386,Bandar,ID,2022-05-06 00:27:45,2.05,99.75,75.51,89,100,2.64
387,Moron,AR,2022-05-06 00:27:45,-34.6534,-58.6198,64.15,84,56,4.72
388,Guangyuan,CN,2022-05-06 00:27:45,32.442,105.823,70.34,64,0,2.51
389,Nurota,UZ,2022-05-06 00:27:46,40.5614,65.6886,65.46,65,28,3.89
390,Soure,BR,2022-05-06 00:24:05,-0.7167,-48.5233,78.49,87,98,8.59
391,Port-Gentil,GA,2022-05-06 00:27:46,-0.7193,8.7815,80.87,82,100,5.86
392,Marawi,PH,2022-05-06 00:27:46,7.9986,124.2928,75.2,83,83,2.51
393,Kargasok,RU,2022-05-06 00:27:47,59.0556,80.8572,45.5,63,17,8.81
394,Kiomboi,TZ,2022-05-06 00:27:47,-4.2667,34.3667,60.55,86,36,7.0
395,Ilebo,CD,2022-05-06 00:27:48,-4.3167,20.5833,74.23,84,99,1.07
396,Buchanan,LR,2022-05-06 00:27:48,5.8808,-10.0467,77.56,90,93,5.06
397,Westport,US,2022-05-06 00:27:48,41.1415,-73.3579,64.94,53,0,6.91
398,Natal,BR,2022-05-06 00:27:06,-5.795,-35.2094,77.65,100,40,5.75
399,Bara,NG,2022-05-06 00:27:49,10.3744,10.7288,86.38,51,97,11.1
400,Lingdong,CN,2022-05-06 00:27:49,46.5669,131.1453,51.03,74,100,21.12
401,Moerai,PF,2022-05-06 00:27:49,-22.4333,-151.3333,78.69,78,71,3.94
402,Sitka,US,2022-05-06 00:27:50,57.0531,-135.33,42.69,75,100,0.0
403,Kalabo,ZM,2022-05-06 00:27:50,-14.97,22.6814,61.3,73,6,4.43
404,Cap Malheureux,MU,2022-05-06 00:27:50,-19.9842,57.6142,75.47,85,25,8.99
405,Hambantota,LK,2022-05-06 00:27:48,6.1241,81.1185,79.14,100,20,4.61
406,Barkly West,ZA,2022-05-06 00:27:51,-28.5354,24.5215,49.28,40,0,5.41
407,Ngunguru,NZ,2022-05-06 00:27:51,-35.6167,174.5,65.55,63,39,11.41
408,Karakol,KG,2022-05-06 00:27:52,42.4907,78.3936,48.13,86,99,1.1
409,Yumen,CN,2022-05-06 00:27:52,40.2833,97.2,58.17,21,100,23.69
410,Alice Springs,AU,2022-05-06 00:26:45,-23.7,133.8833,54.95,44,1,16.11
411,Atbasar,KZ,2022-05-06 00:28:52,51.8,68.3333,55.29,56,55,13.04
412,Tuy Hoa,VN,2022-05-06 00:28:53,13.0833,109.3,78.24,88,100,4.5
413,Staunton,US,2022-05-06 00:28:53,38.1496,-79.0717,65.66,73,100,5.75
414,Khandyga,RU,2022-05-06 00:28:54,62.6667,135.6,33.21,94,100,8.21
415,Sonegaon,IN,2022-05-06 00:28:54,20.65,78.6833,87.85,22,0,6.11
416,Andenes,NO,2022-05-06 00:28:54,69.3143,16.1194,40.98,75,40,39.12
417,Morden,CA,2022-05-06 00:28:55,49.1919,-98.1014,64.24,59,7,12.66
418,Kahului,US,2022-05-06 00:28:55,20.8947,-156.47,82.42,71,40,23.02
419,Honningsvag,NO,2022-05-06 00:28:55,70.9821,25.9704,37.15,87,100,14.97
420,Yarmouth,US,2022-05-06 00:28:56,41.7057,-70.2286,54.99,83,0,9.22
421,Xianshuigu,CN,2022-05-06 00:28:56,38.985,117.3828,64.4,68,0,20.13
422,Lumberton,US,2022-05-06 00:27:09,34.6182,-79.0086,73.9,78,75,9.22
423,Gat,IL,2022-05-06 00:28:56,31.61,34.7642,63.28,100,75,13.89
424,Buala,SB,2022-05-06 00:28:57,-8.145,159.5921,85.64,66,60,7.74
425,Sorland,NO,2022-05-06 00:28:57,67.667,12.6934,41.04,77,100,24.85
426,Quatre Cocos,MU,2022-05-06 00:28:58,-20.2078,57.7625,75.09,81,47,21.0
427,Lukovetskiy,RU,2022-05-06 00:28:58,64.2956,41.9211,25.65,89,57,3.27
428,Zaysan,KZ,2022-05-06 00:28:58,47.4667,84.8667,60.84,66,100,3.42
429,Shubarkuduk,KZ,2022-05-06 00:28:59,49.1447,56.4872,45.03,69,94,15.35
430,Piacabucu,BR,2022-05-06 00:28:59,-10.4056,-36.4344,78.51,78,4,8.01
431,Bone,DE,2022-05-06 00:29:00,51.9669,12.1396,50.29,84,74,5.08
432,Smithers,CA,2022-05-06 00:29:00,54.7804,-127.1743,52.12,40,75,2.3
433,Palmer,US,2022-05-06 00:28:21,42.1584,-72.3287,62.2,44,100,2.86
434,Vendome,FR,2022-05-06 00:29:01,47.8,1.0667,50.29,95,12,7.7
435,Gien,FR,2022-05-06 00:29:01,47.6933,2.6309,49.55,94,10,5.82
436,Codrington,AU,2022-05-06 00:29:01,-38.2667,141.9667,53.83,76,66,9.15
437,Obo,CF,2022-05-06 00:29:02,5.3998,26.4869,68.29,93,96,0.29
438,The Valley,AI,2022-05-06 00:29:02,18.217,-63.0578,79.11,74,14,18.77
439,Tallahassee,US,2022-05-06 00:26:34,30.4383,-84.2807,82.24,61,20,6.91
440,Krotoszyn,PL,2022-05-06 00:29:03,51.6987,17.4374,53.55,97,100,4.61
441,Beloha,MG,2022-05-06 00:29:03,-25.1667,45.05,68.7,78,3,9.71
442,Yacuiba,BO,2022-05-06 00:29:03,-22.038,-63.6797,57.92,55,0,3.04
443,Capaci,IT,2022-05-06 00:29:04,38.1711,13.2393,80.2,18,0,33.38
444,Rantauprapat,ID,2022-05-06 00:29:04,2.1,99.8333,75.45,89,100,2.8
445,Tamandare,BR,2022-05-06 00:29:05,-8.7597,-35.1047,78.51,83,100,8.59
446,Vila Franca Do Campo,PT,2022-05-06 00:29:05,37.7167,-25.4333,67.19,79,100,12.5
447,Severo-Kurilsk,RU,2022-05-06 00:29:05,50.6789,156.125,36.63,82,26,5.68
448,Victor Harbor,AU,2022-05-06 00:25:40,-35.5667,138.6167,50.68,70,38,14.2
449,Broome,US,2022-05-06 00:29:06,42.2506,-75.833,57.58,51,0,6.91
450,Hukuntsi,BW,2022-05-06 00:29:06,-24.0,21.75,61.11,42,1,7.99
451,Kosa,RU,2022-05-06 00:29:07,59.9445,54.9977,26.22,76,5,6.29
452,Pedernales,DO,2022-05-06 00:29:07,18.0384,-71.744,79.48,79,15,7.54
453,Hagi,JP,2022-05-06 00:29:07,34.4,131.4167,73.49,67,66,8.01
454,Halifax,CA,2022-05-06 00:27:38,44.6453,-63.5724,50.0,77,75,3.44
455,Coihaique,CL,2022-05-06 00:29:08,-45.5752,-72.0662,48.15,57,75,4.61
456,Grand Gaube,MU,2022-05-06 00:29:08,-20.0064,57.6608,75.38,85,27,10.0
457,Alghero,IT,2022-05-06 00:29:08,40.5589,8.3181,57.29,88,75,11.5
458,Pokhara,NP,2022-05-06 00:29:09,28.2333,83.9833,67.03,86,84,3.2
459,Tondano,ID,2022-05-06 00:30:09,1.3038,124.9112,77.09,66,100,1.88
460,Seoul,KR,2022-05-06 00:26:45,37.5683,126.9778,69.37,57,20,5.75
461,Inuvik,CA,2022-05-06 00:30:10,68.3499,-133.7218,27.46,80,100,10.36
462,Kabalo,CD,2022-05-06 00:30:10,-6.05,26.9167,68.49,90,99,4.0
463,Komsomolskiy,UZ,2022-05-06 00:30:11,40.4272,71.7189,61.52,77,100,6.91
464,Santa Lucia,ES,2022-05-06 00:30:11,27.9117,-15.5407,58.32,72,20,18.41
465,Marsh Harbour,BS,2022-05-06 00:30:12,26.5412,-77.0636,76.77,75,0,3.15
466,Shenjiamen,CN,2022-05-06 00:30:12,29.9576,122.298,64.81,92,68,7.56
467,Jian,CN,2022-05-06 00:30:12,27.1172,114.9793,76.21,61,61,3.36
468,Kaeo,NZ,2022-05-06 00:30:13,-35.1,173.7833,70.32,72,4,8.86
469,Clinton,US,2022-05-06 00:30:13,42.587,-82.9199,57.52,74,100,4.63
470,Anjozorobe,MG,2022-05-06 00:30:14,-18.4,47.8667,59.41,91,99,5.28
471,Lashio,MM,2022-05-06 00:30:14,22.9333,97.75,72.36,67,1,1.25
472,Bad Kissingen,DE,2022-05-06 00:30:14,50.2,10.0833,52.81,86,100,4.72
473,Vardo,NO,2022-05-06 00:30:15,70.3705,31.1107,34.61,96,100,15.95
474,Acandi,CO,2022-05-06 00:30:16,8.5063,-77.2778,76.14,92,100,3.42
475,Fayaoue,NC,2022-05-06 00:30:17,-20.65,166.5333,78.12,74,2,17.02
476,Noumea,NC,2022-05-06 00:30:12,-22.2763,166.4572,81.0,99,32,13.71
477,Teguldet,RU,2022-05-06 00:30:18,57.3064,88.1667,48.25,50,0,2.42
478,Ararangua,BR,2022-05-06 00:30:18,-28.9347,-49.4858,59.65,82,34,4.97
479,Luwuk,ID,2022-05-06 00:30:18,-0.9516,122.7875,85.3,70,95,2.39
480,Faya,SA,2022-05-06 00:30:19,18.3851,42.4509,64.92,38,81,3.47
481,Fethiye,TR,2022-05-06 00:30:19,36.6217,29.1164,57.07,51,1,9.64
482,Kattivakkam,IN,2022-05-06 00:30:20,13.2167,80.3167,86.09,90,89,10.8
483,Kudahuvadhoo,MV,2022-05-06 00:30:20,2.6708,72.8944,82.74,73,100,8.99
484,Rocha,UY,2022-05-06 00:30:21,-34.4833,-54.3333,53.91,86,99,4.9
485,Bathsheba,BB,2022-05-06 00:30:21,13.2167,-59.5167,79.41,83,40,14.97
486,Santa Cruz,BO,2022-05-06 00:30:03,-17.8,-63.1667,62.06,72,0,4.61
487,Sept-Iles,CA,2022-05-06 00:30:22,50.2001,-66.3821,39.72,48,75,6.91
488,Torres,BR,2022-05-06 00:30:22,-29.3353,-49.7269,60.84,78,47,7.45
489,Horodyshche,UA,2022-05-06 00:30:22,49.2849,31.4451,40.51,84,13,5.17
490,Casma,CL,2022-05-06 00:30:23,-41.0082,-73.1244,55.0,92,81,2.64
491,Sokolo,ML,2022-05-06 00:30:23,14.7328,-6.1219,93.49,13,62,7.31
492,Hede,CN,2022-05-06 00:30:24,33.7681,120.2517,73.42,58,0,8.93
493,Valparaiso,CL,2022-05-06 00:30:24,-33.0393,-71.6273,57.47,85,100,4.61
494,San Jose,US,2022-05-06 00:25:41,37.3394,-121.895,74.68,35,100,18.41
495,Flinders,AU,2022-05-06 00:30:25,-34.5833,150.8552,63.37,53,0,8.01
496,Troitskoye,RU,2022-05-06 00:30:25,52.9821,84.6757,52.99,41,71,3.27
497,Tyup,KG,2022-05-06 00:30:25,42.7276,78.3648,51.08,83,99,1.48
498,Deputatskiy,RU,2022-05-06 00:30:26,69.3,139.9,25.52,93,100,3.04
499,Pochutla,MX,2022-05-06 00:30:26,15.7432,-96.4661,84.02,56,0,4.43
500,Bambanglipuro,ID,2022-05-06 00:30:27,-7.95,110.2833,81.01,80,22,2.39
501,Lujan,AR,2022-05-06 00:30:27,-34.5703,-59.105,61.02,88,1,7.31
502,Tiarei,PF,2022-05-06 00:30:27,-17.5333,-149.3333,80.62,80,24,12.12
503,Mahibadhoo,MV,2022-05-06 00:30:28,3.7833,72.9667,83.55,72,100,12.3
504,Cascavel,BR,2022-05-06 00:30:07,-24.9558,-53.4553,60.4,82,0,6.91
505,Yerofey Pavlovich,RU,2022-05-06 00:31:28,53.9667,121.9667,41.41,29,7,10.98
506,Muros,ES,2022-05-06 00:31:29,42.7762,-9.0603,57.09,78,11,9.93
507,Ewa Beach,US,2022-05-06 00:31:29,21.3156,-158.0072,84.15,57,75,17.27
508,Fare,PF,2022-05-06 00:31:29,-16.7,-151.0167,81.54,73,95,8.01
509,Ahmadpur,IN,2022-05-06 00:31:30,18.7,76.9333,85.55,27,4,3.76
510,Ambon,ID,2022-05-06 00:31:30,-3.6954,128.1814,84.34,79,20,3.44
511,Zambezi,ZM,2022-05-06 00:31:31,-13.5432,23.1047,58.01,78,6,5.12
512,Omboue,GA,2022-05-06 00:31:31,-1.5746,9.2618,77.74,92,100,3.56
513,Isangel,VU,2022-05-06 00:31:31,-19.55,169.2667,82.51,69,9,10.36
514,Kuopio,FI,2022-05-06 00:31:32,62.8924,27.677,46.35,61,100,8.05
515,Hakodate,JP,2022-05-06 00:31:32,41.7758,140.7367,61.11,63,40,2.3
516,Tautira,PF,2022-05-06 00:31:33,-17.7333,-149.15,80.85,80,28,12.33
517,Ovalle,CL,2022-05-06 00:31:33,-30.5983,-71.2003,64.11,65,100,1.41
518,Port Keats,AU,2022-05-06 00:31:33,-14.25,129.55,83.77,47,0,12.88
519,Lardos,GR,2022-05-06 00:31:34,36.0942,28.0157,64.22,61,0,11.9
520,Lasa,IT,2022-05-06 00:31:34,46.6166,10.7002,50.88,98,100,2.3
521,Omsukchan,RU,2022-05-06 00:31:34,62.5333,155.8,31.73,91,100,11.5
522,Vera Cruz,BR,2022-05-06 00:31:35,-12.6333,-41.0333,67.57,72,5,3.11
523,Kuching,MY,2022-05-06 00:31:35,1.55,110.3333,79.02,94,20,2.3
524,Egvekinot,RU,2022-05-06 00:31:36,66.3167,-179.1667,20.73,85,100,3.36
525,Altay,CN,2022-05-06 00:31:36,47.8667,88.1167,59.63,54,100,0.94
526,Plock,PL,2022-05-06 00:31:36,52.5468,19.7064,48.51,97,89,6.62
527,Blue Springs,US,2022-05-06 00:31:37,39.0169,-94.2816,59.25,93,100,10.36
528,Bonfim,BR,2022-05-06 00:31:37,3.0833,-59.95,81.82,70,99,3.44
529,Iquique,CL,2022-05-06 00:31:37,-20.2208,-70.1431,62.64,83,57,2.28
530,Kiruna,SE,2022-05-06 00:31:38,67.8557,20.2251,32.92,69,100,10.36
531,Sattenapalle,IN,2022-05-06 00:31:38,16.4,80.1833,83.43,71,49,4.23
532,Lata,PT,2022-05-06 00:31:38,40.1629,-8.3327,57.07,83,2,1.79
533,Loyga,RU,2022-05-06 00:31:39,61.0784,44.6075,27.36,82,13,4.76
534,Rockland,US,2022-05-06 00:31:39,41.1668,-74.0496,65.21,56,100,2.35
535,Sabalgarh,IN,2022-05-06 00:31:40,26.25,77.4,87.66,28,57,4.36
536,La Ronge,CA,2022-05-06 00:31:40,55.1001,-105.2842,46.65,61,75,11.5
