City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
367,sao gabriel da cachoeira,BR,-0.1303,-67.0892,71.67,99,58,1.16,broken clouds
368,wajima,JP,37.4,136.9,63.28,25,75,11.5,broken clouds
369,la ronge,CA,55.1001,-105.2842,50.22,71,100,5.75,overcast clouds
370,bogale,MM,16.2833,95.4,82.76,74,100,8.23,overcast clouds
371,aykhal,RU,66.0,111.5,31.46,98,100,21.88,snow
372,touros,BR,-5.1989,-35.4608,76.57,88,100,8.1,overcast clouds
373,nuevo progreso,MX,23.1667,-97.95,80.55,90,2,5.23,clear sky
374,high rock,BS,26.6208,-78.2833,77.02,71,1,14.65,clear sky
375,orcopampa,PE,-15.2661,-72.3417,46.22,76,40,1.5,scattered clouds
376,udachnyy,RU,66.4167,112.4,32.45,74,100,22.46,snow
377,airai,TL,-8.9266,125.4092,73.67,60,46,5.75,scattered clouds
378,mayskiy,RU,47.6931,40.1025,33.21,57,97,8.99,overcast clouds
379,komsomolskiy,UZ,40.4272,71.7189,74.12,43,0,4.61,clear sky
380,ha giang,VN,22.8333,104.9833,85.3,68,70,4.76,broken clouds
381,ust-nera,RU,64.5667,143.2,32.43,79,100,6.91,overcast clouds
382,abu samrah,SY,35.3029,37.1841,54.18,74,32,7.56,scattered clouds
383,mirnyy,RU,62.5353,113.9611,38.73,81,55,18.52,light rain
384,vestmannaeyjar,IS,63.4427,-20.2734,46.42,89,100,24.7,overcast clouds
385,san patricio,US,28.017,-97.5169,81.54,85,0,15.12,clear sky
386,praia,CV,14.9215,-23.5087,70.34,78,20,16.11,few clouds
387,comodoro rivadavia,AR,-45.8667,-67.5,71.46,40,0,14.97,clear sky
388,sao francisco de assis,BR,-29.5503,-55.1311,53.46,92,68,6.38,broken clouds
389,rotterdam,NL,51.9225,4.4792,51.89,80,6,8.05,clear sky
390,shache,CN,38.4167,77.2406,78.01,24,56,2.82,broken clouds
391,hami,CN,42.8,93.45,79.23,18,100,8.88,overcast clouds
392,dunn,US,44.95,-91.8835,64.36,36,64,8.05,broken clouds
393,chokwe,MZ,-24.5333,32.9833,64.31,85,0,3.89,clear sky
394,camiri,BO,-20.05,-63.5167,56.95,80,45,1.99,scattered clouds
395,pangody,RU,65.85,74.4859,24.1,91,11,9.13,few clouds
396,worland,US,44.0169,-107.9554,57.65,20,0,17.27,clear sky
397,wenatchee,US,47.4235,-120.3103,53.89,43,0,16.11,clear sky
398,kudahuvadhoo,MV,2.6708,72.8944,84.29,76,30,14.79,scattered clouds
399,petropavl,KZ,54.8753,69.1628,46.38,39,0,11.18,clear sky
400,banjar,ID,-8.19,114.9675,89.4,65,98,2.33,overcast clouds
401,padang,ID,-0.9492,100.3543,82.45,66,100,2.86,overcast clouds
402,tual,ID,-5.6667,132.75,84.81,78,49,18.19,scattered clouds
403,sarapul,RU,56.4763,53.7978,47.75,61,10,4.25,clear sky
404,benghazi,LY,32.1167,20.0667,63.23,84,0,13.06,clear sky
405,ngong,KE,-1.3618,36.6566,60.53,92,97,1.68,overcast clouds
406,eydhafushi,MV,5.1033,73.0708,84.79,72,74,12.91,broken clouds
407,samarai,PG,-10.6167,150.6667,84.49,75,44,14.52,scattered clouds
408,razam,IN,18.4667,83.6667,88.99,52,57,4.74,broken clouds
409,falam,MM,22.9167,93.6833,70.81,67,56,1.88,broken clouds
410,kochinda,IN,21.7333,84.35,94.05,33,1,6.93,clear sky
411,geraldton,AU,-28.7667,114.6,79.21,34,40,6.91,scattered clouds
412,yumbel,CL,-37.0833,-72.5667,51.03,87,1,1.16,clear sky
413,zalesovo,RU,53.9939,84.7431,40.3,33,54,10.69,broken clouds
414,preobrazheniye,RU,42.9019,133.9064,53.8,39,13,12.71,few clouds
415,zhanaozen,KZ,43.3,52.8,61.27,93,100,7.65,moderate rain
416,puerto salgar,CO,5.463,-74.6544,74.93,93,97,1.92,overcast clouds
417,puerto leguizamo,CO,-0.1934,-74.7819,70.84,94,97,1.79,overcast clouds
418,wasilla,US,61.5814,-149.4394,58.15,37,0,8.05,light rain
419,seoul,KR,37.5683,126.9778,63.79,33,0,6.91,light rain
420,santa cruz,BO,-17.8,-63.1667,65.66,77,24,5.75,few clouds
421,ak-dovurak,RU,51.1833,90.6,44.91,50,100,1.57,overcast clouds
422,mundo novo,BR,-11.8589,-40.4725,63.21,98,0,2.01,clear sky
423,marfino,RU,55.7028,37.3822,53.85,40,0,8.95,clear sky
424,aljezur,PT,37.3191,-8.8033,60.12,72,7,6.04,clear sky
425,antibes,FR,43.5624,7.1278,63.14,77,75,8.05,broken clouds
426,kondinskoye,RU,59.6481,67.41,46.04,85,70,8.57,broken clouds
427,porto seguro,BR,-16.4497,-39.0647,73.92,94,100,4.61,overcast clouds
428,lyuban,BY,52.7985,28.0048,51.06,87,100,4.27,overcast clouds
429,matara,LK,5.9485,80.5353,85.17,78,52,13.76,broken clouds
430,banda aceh,ID,5.5577,95.3222,84.22,70,98,5.84,overcast clouds
431,abbeville,FR,50.1,1.8333,55.26,98,40,6.76,scattered clouds
432,ankara,TR,39.9199,32.8543,44.2,79,7,4.09,clear sky
433,tumbagaan,PH,5.3656,120.3139,84.0,75,100,7.29,overcast clouds
434,haines junction,CA,60.7522,-137.5108,40.95,81,82,4.61,broken clouds
435,ushtobe,KZ,45.2514,77.9838,63.48,41,2,18.14,clear sky
436,rosetown,CA,51.5501,-108.0014,57.18,28,100,12.66,overcast clouds
437,asha,RU,54.9973,57.2722,47.71,51,2,2.19,clear sky
438,assiniboia,CA,49.6334,-105.9845,44.42,87,80,10.36,broken clouds
439,san cristobal,VE,7.7669,-72.225,71.78,99,99,3.74,overcast clouds
440,norman wells,CA,65.282,-126.8329,42.84,56,75,5.75,shower rain
441,puerto colombia,CO,10.9878,-74.9547,80.69,84,13,10.07,few clouds
442,nea ankhialos,GR,39.2833,22.8167,48.56,76,76,1.74,broken clouds
443,penapolis,BR,-21.4197,-50.0775,59.32,78,0,8.32,clear sky
444,buta,CD,2.7858,24.73,69.13,99,89,0.34,light rain
445,pitimbu,BR,-7.4706,-34.8086,75.79,84,91,7.58,overcast clouds
446,namwala,ZM,-15.7504,26.4384,59.95,82,53,1.79,broken clouds
447,sept-iles,CA,50.2001,-66.3821,33.06,81,20,4.61,few clouds
448,oneonta,US,42.4529,-75.0638,45.81,48,100,5.73,overcast clouds
449,wajir,KE,1.7471,40.0573,74.75,85,86,10.2,overcast clouds
450,saint-augustin,CA,51.226,-58.6502,31.39,73,18,6.6,few clouds
451,vanderhoof,CA,54.0166,-124.0198,45.52,62,86,4.88,overcast clouds
452,asau,RO,46.4333,26.4,42.28,82,24,2.13,few clouds
453,shingu,JP,33.7333,135.9833,72.37,57,2,6.38,clear sky
454,lagoa,PT,39.05,-27.9833,59.97,70,94,5.55,overcast clouds
455,aloleng,PH,16.1307,119.7824,89.29,58,99,5.82,overcast clouds
456,krasnyy chikoy,RU,50.3643,108.7512,68.56,25,56,7.11,broken clouds
457,pimentel,PE,-6.8367,-79.9342,65.12,88,2,14.81,clear sky
458,loreto,MX,22.2667,-101.9667,77.61,15,58,5.5,broken clouds
459,isangel,VU,-19.55,169.2667,78.28,57,6,18.1,clear sky
460,bilibino,RU,68.0546,166.4372,31.62,97,100,2.1,light snow
461,quatre cocos,MU,-20.2078,57.7625,75.09,69,66,13.91,broken clouds
462,nome,US,64.5011,-165.4064,32.16,95,100,12.62,light snow
463,moffat,GB,55.3323,-3.4454,49.6,93,100,2.06,overcast clouds
464,batagay,RU,67.6333,134.6333,29.39,68,100,9.13,overcast clouds
465,prince rupert,CA,54.3161,-130.3201,48.29,68,0,12.66,clear sky
466,padilla,CO,3.2204,-76.3139,72.9,93,100,1.72,moderate rain
467,turukhansk,RU,65.8167,87.9833,18.39,81,99,17.9,overcast clouds
468,kismayo,SO,-0.3582,42.5454,78.42,88,89,9.42,light rain
469,maniitsoq,GL,65.4167,-52.9,25.27,76,3,8.72,clear sky
470,chapais,CA,49.7834,-74.8492,35.38,89,0,3.94,clear sky
471,moron,AR,-34.6534,-58.6198,65.98,79,0,6.64,clear sky
472,charlestown,AU,-32.95,151.6667,69.03,53,0,4.0,clear sky
473,katangli,RU,51.7102,143.2326,32.23,99,100,18.19,snow
474,biak,ID,-0.9131,122.8766,81.73,80,80,6.15,broken clouds
475,hamilton,US,39.1834,-84.5333,57.15,78,100,6.91,overcast clouds
476,midland,US,31.9974,-102.0779,89.65,7,0,11.5,clear sky
477,lasa,IT,46.6166,10.7002,48.36,93,96,2.55,overcast clouds
478,kamenka,RU,51.3223,42.7678,43.36,59,2,4.85,clear sky
479,hovd,MN,48.0056,91.6419,66.22,23,55,12.12,broken clouds
480,griffith,US,41.5284,-87.4237,52.05,69,0,4.92,clear sky
481,itoman,JP,26.1247,127.6694,80.98,85,75,12.66,broken clouds
482,darlowo,PL,54.421,16.4107,46.47,78,45,7.43,scattered clouds
483,vardo,NO,70.3705,31.1107,33.78,80,75,23.02,broken clouds
484,cassilandia,BR,-19.1133,-51.7342,62.06,64,0,2.44,clear sky
485,phan thiet,VN,10.9333,108.1,88.02,62,85,15.14,overcast clouds
486,morondava,MG,-20.2833,44.2833,73.15,81,0,6.38,clear sky
487,ternate,ID,0.8,127.4,86.09,69,9,3.94,clear sky
488,pirovskoye,RU,57.6267,92.2658,32.95,61,100,16.51,overcast clouds
489,maracaju,BR,-21.6144,-55.1683,61.61,78,0,6.35,clear sky
490,epe,NG,6.5841,3.9834,76.69,92,92,2.93,light rain
491,illela,NG,13.7292,5.2975,86.81,40,81,7.23,broken clouds
492,radovitskiy,RU,55.1282,39.7956,48.72,73,98,7.14,overcast clouds
493,yar-sale,RU,66.8333,70.8333,29.5,97,90,11.83,overcast clouds
494,arroyo,ES,41.6096,-4.7969,51.15,80,0,8.05,clear sky
495,ravar,IR,31.2656,56.8055,75.38,32,89,5.21,overcast clouds
496,lianran,CN,24.9227,102.485,64.94,43,53,6.89,broken clouds
497,hoquiam,US,46.9809,-123.8893,47.95,81,100,20.71,light rain
498,kendari,ID,-3.945,122.4989,84.07,80,60,4.54,broken clouds
499,polunochnoye,RU,60.8697,60.4153,50.45,60,18,6.15,few clouds
500,san policarpo,PH,12.1791,125.5072,84.42,75,48,12.17,scattered clouds
501,bardiyah,LY,31.7561,25.0865,63.97,66,94,12.5,overcast clouds
502,sri aman,MY,1.2376,111.4621,78.85,94,40,2.3,scattered clouds
503,port keats,AU,-14.25,129.55,87.69,27,0,12.93,clear sky
504,fortuna,US,40.5982,-124.1573,52.14,75,100,10.36,overcast clouds
505,plettenberg bay,ZA,-34.0527,23.3716,56.64,83,82,2.35,broken clouds
506,olinda,BR,-8.0089,-34.8553,76.73,88,40,5.75,scattered clouds
507,portoferraio,IT,42.8115,10.3146,61.16,77,66,12.73,broken clouds
508,howard springs,AU,-12.497,131.047,87.82,43,74,11.72,broken clouds
509,liwale,TZ,-9.7667,37.9333,65.16,87,63,2.04,broken clouds
510,chechat,IN,24.7667,75.8833,97.3,13,2,12.64,clear sky
511,conde,BR,-7.2597,-34.9075,74.66,100,75,4.61,broken clouds
512,askiz,RU,53.1319,90.5264,44.49,34,69,20.62,broken clouds
513,sungaipenuh,ID,-2.0833,101.3833,77.32,58,100,3.69,overcast clouds
514,grindavik,IS,63.8424,-22.4338,46.87,93,100,26.46,overcast clouds
515,fougamou,GA,-1.2154,10.5838,73.56,98,100,0.94,overcast clouds
516,saint-georges,GD,12.0564,-61.7485,80.28,83,20,17.27,few clouds
517,monte patria,CL,-30.6919,-70.9467,58.24,84,100,4.09,overcast clouds
518,nabire,ID,-3.3667,135.4833,86.43,69,70,5.73,broken clouds
519,namibe,AO,-15.1961,12.1522,70.57,76,0,4.9,clear sky
520,sistranda,NO,63.7256,8.834,37.36,61,98,19.57,light rain
521,la paz,BO,-16.5,-68.15,40.98,93,20,6.91,few clouds
522,sorland,NO,67.667,12.6934,37.26,62,95,19.42,overcast clouds
523,kozhva,RU,65.1073,57.0459,41.02,92,98,7.34,overcast clouds
524,antalaha,MG,-14.9003,50.2788,73.89,90,45,5.41,light rain
525,novobirilyussy,RU,56.9514,90.6661,33.42,51,100,14.76,overcast clouds
526,deming,US,32.2687,-107.7586,77.2,8,0,16.44,clear sky
527,boromo,BF,11.75,-2.9333,83.8,47,95,8.52,overcast clouds
528,nuevitas,CU,21.5453,-77.2644,75.85,82,6,5.01,clear sky
529,guilin,CN,25.2819,110.2864,71.71,89,100,2.08,moderate rain
530,wellington,NZ,-41.2866,174.7756,65.07,80,40,26.46,scattered clouds
531,wladyslawowo,PL,54.7909,18.4009,47.01,83,31,11.88,scattered clouds
532,ugoofaaru,MV,5.6667,73.0,84.83,71,56,12.39,broken clouds
533,labuhan,ID,-6.8844,112.2051,86.05,71,79,4.47,broken clouds
534,tura,IN,25.5198,90.2201,86.25,51,0,2.51,clear sky
535,pychas,RU,56.5033,52.4409,46.89,61,8,5.35,clear sky
536,dunedin,NZ,-45.8742,170.5036,58.8,82,100,4.45,overcast clouds
537,robertson,US,36.5167,-86.8667,59.05,94,100,0.0,overcast clouds
538,faya,SA,18.3851,42.4509,62.71,38,29,4.72,scattered clouds
539,colatina,BR,-19.5394,-40.6306,67.57,95,0,0.56,clear sky
540,batemans bay,AU,-35.7167,150.1833,67.39,41,2,4.36,clear sky
541,san vicente,AR,-26.6167,-54.1333,53.08,98,69,2.66,broken clouds
542,zavodoukovsk,RU,56.5042,66.5515,51.53,54,9,9.91,clear sky
543,narwar,IN,25.65,77.9,95.79,13,0,5.5,clear sky
544,colinas,BR,-6.0258,-44.2492,73.06,81,72,2.46,broken clouds
545,terney,RU,45.0503,136.6092,51.98,39,61,13.65,broken clouds
546,jiaojiang,CN,28.6803,121.4428,78.01,79,100,7.72,overcast clouds
547,yerofey pavlovich,RU,53.9667,121.9667,63.3,14,33,8.95,scattered clouds
548,fare,PF,-16.7,-151.0167,81.9,72,10,6.06,clear sky
549,caconda,AO,-13.7333,15.0667,55.17,72,78,1.66,broken clouds
550,candido mendes,BR,-1.4467,-45.7167,74.97,95,100,1.81,moderate rain
551,honningsvag,NO,70.9821,25.9704,31.75,80,100,25.32,overcast clouds
552,camacha,PT,33.0833,-16.3333,58.42,72,40,12.66,scattered clouds
553,ullapool,GB,57.8987,-5.1604,45.36,83,97,6.89,overcast clouds
554,yarada,IN,17.65,83.2667,84.52,74,20,2.3,haze
555,goderich,CA,43.7501,-81.7165,45.91,76,3,9.15,clear sky
556,port lincoln,AU,-34.7333,135.8667,61.52,64,15,7.43,few clouds
557,north bend,US,43.4065,-124.2243,49.15,98,74,11.9,broken clouds
558,luang prabang,LA,19.8856,102.1347,78.76,83,75,2.3,broken clouds
559,henties bay,NA,-22.116,14.2845,55.98,89,0,11.43,clear sky
560,clermont,FR,49.5,2.4167,51.44,98,12,8.03,few clouds
561,kurchum,KZ,48.5722,83.6542,51.42,33,88,14.45,overcast clouds
562,vao,NC,-22.6667,167.4833,74.14,71,47,17.6,scattered clouds
563,kasiri,SL,8.9412,-13.1148,80.78,87,91,4.0,light rain
564,hasaki,JP,35.7333,140.8333,68.4,53,98,20.13,overcast clouds
565,bohicon,BJ,7.1783,2.0667,75.04,94,17,3.31,few clouds
566,eston,CA,51.1501,-108.7514,50.92,41,100,6.71,overcast clouds
567,saint-pierre,RE,-21.3393,55.4781,70.92,73,0,5.75,clear sky
568,chaihe,CN,44.7667,129.7,56.52,24,4,10.07,clear sky
569,tureni,RO,46.6293,23.7024,43.9,93,0,0.0,clear sky
570,oranjestad,AW,12.524,-70.027,80.55,83,20,20.71,few clouds
571,ketchikan,US,55.3422,-131.6461,51.78,62,31,4.54,scattered clouds
572,davila,PH,18.4726,120.5763,89.58,64,65,4.5,broken clouds
573,casa nova,BR,-9.4167,-41.1333,75.29,59,4,15.7,light rain
574,kandiaro,PK,27.0601,68.2091,95.85,24,0,10.92,clear sky
575,bereda,ES,43.2686,-7.5406,51.58,98,91,1.97,overcast clouds
576,sergeyevka,KZ,53.88,67.4158,50.94,30,1,7.67,clear sky
577,ocos,GT,14.5094,-92.1933,84.25,76,95,9.75,overcast clouds
578,philippeville,BE,50.1957,4.5417,50.56,97,55,5.01,broken clouds
579,khvatovka,RU,52.3524,46.5628,43.88,58,3,3.76,clear sky
580,celestun,MX,20.8667,-90.4,80.8,83,0,14.09,clear sky
581,cascais,PT,38.6979,-9.4215,67.35,48,45,3.0,scattered clouds
582,sao joao da barra,BR,-21.6403,-41.0511,68.59,92,2,11.7,clear sky
583,yuzhno-kurilsk,RU,44.0306,145.8556,47.5,80,22,5.14,few clouds
584,kupang,ID,-10.1667,123.5833,87.58,60,15,16.33,few clouds
585,diamantino,BR,-14.4086,-56.4461,66.13,58,4,3.09,clear sky
586,sioux lookout,CA,50.1001,-91.917,57.27,38,75,8.05,broken clouds
587,sobolevo,RU,54.4299,31.8996,46.85,94,99,7.23,overcast clouds
588,xichang,CN,27.8964,102.2634,75.85,47,17,2.68,few clouds
589,ulaangom,MN,49.9811,92.0667,54.91,38,57,17.25,broken clouds
590,west wendover,US,40.7391,-114.0733,54.95,28,39,16.96,scattered clouds
591,adre,TD,13.4667,22.2,80.35,10,100,10.04,overcast clouds
592,gdansk,PL,54.3521,18.6464,47.16,90,71,4.61,fog
593,zhangye,CN,38.9342,100.4517,61.65,35,77,8.21,broken clouds
594,auki,SB,-8.7676,160.7034,84.94,70,38,4.0,scattered clouds
595,palpa,PE,-14.5336,-75.1856,68.04,76,26,2.91,scattered clouds
596,vila velha,BR,-20.3297,-40.2925,75.15,78,0,12.66,clear sky
597,impfondo,CG,1.6381,18.0667,69.62,99,88,0.56,overcast clouds
598,khani,GE,41.9563,42.9566,42.37,100,100,2.64,overcast clouds
599,harlingen,US,26.1906,-97.6961,81.05,93,0,10.74,clear sky
600,chara,RU,56.9064,118.2631,55.27,33,88,8.46,overcast clouds
601,motygino,RU,58.1831,94.7592,34.21,62,100,16.31,overcast clouds
602,elko,US,41.0002,-115.5012,48.06,49,100,15.28,overcast clouds
603,dudinka,RU,69.4058,86.1778,16.63,93,48,10.49,scattered clouds
604,fukue,JP,32.6881,128.8419,70.16,73,20,9.22,few clouds
605,khor,RU,47.8861,134.9464,50.81,54,100,10.07,overcast clouds
606,kharitonovo,RU,61.4009,47.4978,49.96,73,94,10.11,overcast clouds
607,paine,CL,-33.8167,-70.75,60.71,66,41,1.66,scattered clouds
608,ambon,ID,-3.6954,128.1814,87.94,74,40,5.75,scattered clouds
609,ossora,RU,59.2353,163.0719,36.9,80,77,17.85,broken clouds
610,jiaocheng,CN,24.6774,116.1389,69.84,96,100,0.74,moderate rain
611,matane,CA,48.8286,-67.522,32.63,72,4,3.31,clear sky
612,igreja nova,BR,-10.1253,-36.6619,71.6,89,26,2.71,scattered clouds
613,dalnegorsk,RU,44.5604,135.5701,51.15,37,50,15.75,scattered clouds
614,amapa,BR,1.0,-52.0,71.92,100,100,1.74,overcast clouds
615,kirkwall,GB,58.9848,-2.9587,43.97,93,100,6.91,overcast clouds
616,arthur,US,39.7148,-88.4723,58.86,79,0,3.0,clear sky
617,byron bay,AU,-28.65,153.6167,66.09,81,100,9.84,overcast clouds
618,akureyri,IS,65.6835,-18.0878,39.13,70,75,6.91,broken clouds
619,belaya gora,RU,68.5333,146.4167,25.39,75,95,5.5,overcast clouds
620,bom jesus,BR,-9.0744,-44.3586,69.64,47,63,1.57,broken clouds
621,tazovskiy,RU,67.4667,78.7,12.51,92,48,4.94,scattered clouds
622,manbij,SY,36.5281,37.9549,54.52,67,8,9.1,clear sky
623,muroto,JP,33.2833,134.15,65.5,65,4,12.71,clear sky
624,hervey bay,AU,-25.2986,152.8535,73.29,83,99,16.82,overcast clouds
625,krasnoselkup,RU,65.7,82.4667,16.14,83,6,15.26,clear sky
626,say,NE,13.1007,2.3689,91.96,43,99,5.84,overcast clouds
627,sumbe,AO,-11.2061,13.8437,74.41,87,26,4.16,scattered clouds
628,cradock,ZA,-32.1642,25.6192,51.51,89,100,7.65,overcast clouds
629,natal,BR,-5.795,-35.2094,77.22,100,75,3.44,broken clouds
630,clifton,US,40.8584,-74.1638,47.7,64,100,11.5,overcast clouds
631,pochutla,MX,15.7432,-96.4661,80.82,64,100,3.94,overcast clouds
632,lixourion,GR,38.2019,20.4314,59.65,77,100,3.87,overcast clouds
633,trincomalee,LK,8.5711,81.2335,83.44,78,100,16.17,overcast clouds
634,luau,AO,-10.7073,22.2247,63.14,74,56,3.87,broken clouds
635,skjervoy,NO,70.0311,20.9714,33.8,83,100,29.66,overcast clouds
636,bialogard,PL,54.007,15.9875,48.11,88,17,4.56,few clouds
637,warrington,GB,53.3925,-2.5802,52.27,83,100,6.91,overcast clouds
638,galegos,PT,41.5627,-8.572,61.34,72,100,3.67,overcast clouds
639,encruzilhada,BR,-15.5314,-40.9094,66.02,98,90,3.76,overcast clouds
640,varhaug,NO,58.6147,5.6457,40.55,64,99,22.7,overcast clouds
641,concordia,AR,-31.393,-58.0209,54.79,99,76,5.77,broken clouds
642,hede,CN,33.7681,120.2517,66.33,32,4,11.97,clear sky
643,kirillov,RU,59.863,38.3813,48.96,86,86,10.0,overcast clouds
644,goure,NE,13.9835,10.2704,90.01,25,15,7.11,few clouds
645,teya,RU,60.3778,92.6267,27.46,67,100,15.23,overcast clouds
646,jumla,NP,29.2747,82.1838,62.22,59,18,4.61,few clouds
647,stony plain,CA,53.5334,-114.0021,50.11,46,20,19.57,few clouds
648,amahai,ID,-3.3333,128.9167,85.57,74,86,8.41,overcast clouds
649,nioro,GM,13.35,-15.75,79.45,40,2,5.23,clear sky
650,elizabeth city,US,36.2946,-76.2511,59.02,91,100,13.8,mist
651,salt,JO,32.0392,35.7272,52.88,57,63,2.19,broken clouds
652,jalu,LY,29.0331,21.5482,66.04,54,48,12.08,scattered clouds
653,sorong,ID,-0.8833,131.25,83.98,75,42,3.53,scattered clouds
654,itarema,BR,-2.9248,-39.9167,76.57,90,94,11.81,overcast clouds
655,tutoia,BR,-2.7619,-42.2744,78.06,87,100,6.13,overcast clouds
656,varberg,SE,57.1056,12.2508,44.92,92,100,4.81,overcast clouds
657,misawa,JP,40.6836,141.3597,62.56,25,40,20.71,scattered clouds
658,chambersburg,US,39.9376,-77.6611,45.27,76,100,11.01,overcast clouds
659,bud,US,39.447,-86.1758,56.41,69,2,7.56,clear sky
660,yumen,CN,40.2833,97.2,66.79,19,0,4.18,clear sky
661,komsomolskoye,RU,55.2567,47.5461,45.27,64,6,6.55,clear sky
662,salym,RU,60.0625,71.4789,37.89,94,100,4.29,overcast clouds
663,umm lajj,SA,25.0213,37.2685,76.17,40,30,11.7,scattered clouds
664,hualmay,PE,-11.0964,-77.6139,65.17,88,19,7.9,few clouds
665,rocha,UY,-34.4833,-54.3333,56.05,93,25,5.91,scattered clouds
666,luoyang,CN,34.6836,112.4536,64.0,34,100,8.81,overcast clouds
667,dasoguz,TM,41.8363,59.9666,69.75,78,100,13.8,light rain
668,wanning,CN,18.8003,110.3967,80.64,80,100,4.23,overcast clouds
669,merrill,US,45.1805,-89.6835,56.12,35,0,9.22,clear sky
670,horodok,UA,49.1637,26.5839,51.73,86,97,5.44,overcast clouds
671,zachary,US,30.6485,-91.1565,78.67,99,30,3.89,scattered clouds
